,Poker_group_id,value,revenuedate
355,GOP3,83183.595747,2020-12-21 00:00:00+00:00
356,GOP3,95946.283645,2020-12-22 00:00:00+00:00
357,GOP3,126178.653194,2020-12-23 00:00:00+00:00
358,GOP3,128138.751317,2020-12-24 00:00:00+00:00
359,GOP3,114999.602183,2020-12-25 00:00:00+00:00
360,GOP3,95716.461546,2020-12-26 00:00:00+00:00
361,GOP3,97532.9180100001,2020-12-27 00:00:00+00:00
362,GOP3,107990.818618,2020-12-28 00:00:00+00:00
363,GOP3,106937.743763,2020-12-29 00:00:00+00:00
364,GOP3,107965.595801,2020-12-30 00:00:00+00:00
365,GOP3,108552.427031,2020-12-31 00:00:00+00:00
366,GOP3,106904.798379,2021-01-01 00:00:00+00:00
367,GOP3,100642.902543,2021-01-02 00:00:00+00:00
368,GOP3,93364.523692,2021-01-03 00:00:00+00:00
369,GOP3,95257.829879,2021-01-04 00:00:00+00:00
370,GOP3,89806.742771,2021-01-05 00:00:00+00:00
371,GOP3,82492.637382,2021-01-06 00:00:00+00:00
372,GOP3,97228.5419300001,2021-01-07 00:00:00+00:00
373,GOP3,113036.745667,2021-01-08 00:00:00+00:00
374,GOP3,93151.175212,2021-01-09 00:00:00+00:00
375,GOP3,83514.348963,2021-01-10 00:00:00+00:00
376,GOP3,73254.967617,2021-01-11 00:00:00+00:00
377,GOP3,87901.374753,2021-01-12 00:00:00+00:00
378,GOP3,94180.805024,2021-01-13 00:00:00+00:00
379,GOP3,89078.270487,2021-01-14 00:00:00+00:00
380,GOP3,105478.199239,2021-01-15 00:00:00+00:00
381,GOP3,109801.832204,2021-01-16 00:00:00+00:00
382,GOP3,91761.798784,2021-01-17 00:00:00+00:00
383,GOP3,81117.577433,2021-01-18 00:00:00+00:00
384,GOP3,73119.596671,2021-01-19 00:00:00+00:00
385,GOP3,75204.21847,2021-01-20 00:00:00+00:00
386,GOP3,85982.471396,2021-01-21 00:00:00+00:00
387,GOP3,103248.873028,2021-01-22 00:00:00+00:00
388,GOP3,89650.211098,2021-01-23 00:00:00+00:00
389,GOP3,76773.246738,2021-01-24 00:00:00+00:00
390,GOP3,88102.99101,2021-01-25 00:00:00+00:00
391,GOP3,76745.066238,2021-01-26 00:00:00+00:00
392,GOP3,92847.831116,2021-01-27 00:00:00+00:00
393,GOP3,103350.932753,2021-01-28 00:00:00+00:00
394,GOP3,104277.618023,2021-01-29 00:00:00+00:00
395,GOP3,101959.934237,2021-01-30 00:00:00+00:00
396,GOP3,82447.221982,2021-01-31 00:00:00+00:00
397,GOP3,90819.452517,2021-02-01 00:00:00+00:00
398,GOP3,92659.97085,2021-02-02 00:00:00+00:00
399,GOP3,86899.227728,2021-02-03 00:00:00+00:00
400,GOP3,87403.636987,2021-02-04 00:00:00+00:00
401,GOP3,87331.088606,2021-02-05 00:00:00+00:00
402,GOP3,103264.562853,2021-02-06 00:00:00+00:00
403,GOP3,81531.7107889999,2021-02-07 00:00:00+00:00
404,GOP3,77741.591074,2021-02-08 00:00:00+00:00
405,GOP3,85511.674372,2021-02-09 00:00:00+00:00
406,GOP3,89108.717025,2021-02-10 00:00:00+00:00
407,GOP3,85594.264101,2021-02-11 00:00:00+00:00
408,GOP3,94293.370914,2021-02-12 00:00:00+00:00
409,GOP3,97828.249971,2021-02-13 00:00:00+00:00
410,GOP3,80368.756081,2021-02-14 00:00:00+00:00
411,GOP3,84973.085029,2021-02-15 00:00:00+00:00
412,GOP3,83848.717035,2021-02-16 00:00:00+00:00
413,GOP3,73344.932425,2021-02-17 00:00:00+00:00
414,GOP3,82077.395158,2021-02-18 00:00:00+00:00
415,GOP3,85217.144149,2021-02-19 00:00:00+00:00
416,GOP3,83617.220185,2021-02-20 00:00:00+00:00
417,GOP3,70447.572617,2021-02-21 00:00:00+00:00
418,GOP3,83411.612272,2021-02-22 00:00:00+00:00
419,GOP3,85125.5175370001,2021-02-23 00:00:00+00:00
420,GOP3,83245.494705,2021-02-24 00:00:00+00:00
421,GOP3,86832.207005,2021-02-25 00:00:00+00:00
422,GOP3,106641.634795,2021-02-26 00:00:00+00:00
423,GOP3,89308.855934,2021-02-27 00:00:00+00:00
424,GOP3,83889.018592,2021-02-28 00:00:00+00:00
425,GOP3,78958.62124,2021-03-01 00:00:00+00:00
426,GOP3,82308.90866,2021-03-02 00:00:00+00:00
427,GOP3,77769.29341,2021-03-03 00:00:00+00:00
428,GOP3,85476.000912,2021-03-04 00:00:00+00:00
429,GOP3,95250.593556,2021-03-05 00:00:00+00:00
430,GOP3,94245.704989,2021-03-06 00:00:00+00:00
431,GOP3,71166.480752,2021-03-07 00:00:00+00:00
432,GOP3,69799.702097,2021-03-08 00:00:00+00:00
433,GOP3,74727.8587690001,2021-03-09 00:00:00+00:00
434,GOP3,83840.430443,2021-03-10 00:00:00+00:00
435,GOP3,76843.844419,2021-03-11 00:00:00+00:00
436,GOP3,94008.566683,2021-03-12 00:00:00+00:00
437,GOP3,99175.192267,2021-03-13 00:00:00+00:00
438,GOP3,81334.173977,2021-03-14 00:00:00+00:00
439,GOP3,74314.447025,2021-03-15 00:00:00+00:00
440,GOP3,84189.984957,2021-03-16 00:00:00+00:00
441,GOP3,85448.33997,2021-03-17 00:00:00+00:00
442,GOP3,80322.225627,2021-03-18 00:00:00+00:00
443,GOP3,80910.206637,2021-03-19 00:00:00+00:00
444,GOP3,77838.207442,2021-03-20 00:00:00+00:00
445,GOP3,66462.254561,2021-03-21 00:00:00+00:00
446,GOP3,65841.975946,2021-03-22 00:00:00+00:00
447,GOP3,76617.623843,2021-03-23 00:00:00+00:00
448,GOP3,85401.14996,2021-03-24 00:00:00+00:00
449,GOP3,83788.927657,2021-03-25 00:00:00+00:00
450,GOP3,95600.009974,2021-03-26 00:00:00+00:00
451,GOP3,100240.98081,2021-03-27 00:00:00+00:00
452,GOP3,67204.24298,2021-03-28 00:00:00+00:00
453,GOP3,74165.492525,2021-03-29 00:00:00+00:00
454,GOP3,72734.495191,2021-03-30 00:00:00+00:00
455,GOP3,94684.735433,2021-03-31 00:00:00+00:00
456,GOP3,99775.007712,2021-04-01 00:00:00+00:00
457,GOP3,104931.835497,2021-04-02 00:00:00+00:00
458,GOP3,95444.737603,2021-04-03 00:00:00+00:00
459,GOP3,76512.25209,2021-04-04 00:00:00+00:00
460,GOP3,74800.741067,2021-04-05 00:00:00+00:00
461,GOP3,81606.4474199999,2021-04-06 00:00:00+00:00
462,GOP3,88254.415611,2021-04-07 00:00:00+00:00
